ID,text,Sentiment
31,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           - 
         
         
           Story 
           - 
         
                   
             Animation 
             - 
           
           
             Sound 
             - 
           
                 
           Character 
           - 
         
         
           Enjoyment 
           - 
         
       
     

                    
    The continuation, with the part of the underworld. You immediately notice a change of style. If the first part (Hades Sanctuary) had dared, with some changes to the story and a bit of CG in the graphics, here we essentially stick to the manga faithfully, without even great animations. 
 
History manages to remain good, in the Underworld with Dante inspiration. The main problem is that that feeling of war is missing, the characters are scattered, and of serious battles, in true Saint Seiya style, there are very few.  
 
A fairly painful key is the characterization of the enemies. Except for Rhadamanthys, already presented in the previous part, most of the specters lack charisma, they save just a couple. 
 
Of course, there are some good parentheses (like that of Orpheus), some unexpected twists, some badass moments for a couple of characters, and an epic closure, but in general you feel that something is missing in this part. 


          
 
       Helpful 
   
      ",Positive
32,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           - 
         
         
           Story 
           - 
         
                   
             Animation 
             - 
           
           
             Sound 
             - 
           
                 
           Character 
           - 
         
         
           Enjoyment 
           - 
         
       
     

                    
    Also known as the Red Jacket Series, this second Lupin III TV anime appeared to combine elements of the manga with elements that were incorporated into the second half of the first series. Lupin's gang will steal from those who can take the loss and are either a criminal or some corrupt influential figure in society and will only resort to killing as a last resort or against criminals worst than they are. Fujiko making use of her body to get what she wants and Lupin's perversion are back, though these elements are somewhat toned down. Zenigata appeared to get the biggest shafting in this series as his character borders on incompetent and clueless in many episodes here, compared to when he was a more competent detective in other titles of the franchise who only fails to capture Lupin because of the thief being one step ahead of him when making an escape. 
 
Like the first series, many episodes in this second Lupin III series are non-linear and self-contained in their developments with each episode focused either on one of Lupin's heists, devoting focus to an element of one of his gang members/ Zenigata or dealing with a criminal threat within that episode. The writing in these episodes tend to vary ranging from subpar to very good as episodes that were grounded on a criminal element or Lupin's thievery were the highlight for me while any episode focused on some sci-fi or supernatural element got too out there for me with the show's comedy (most infamous case being an episode where Lupin and pals encounter a couple of giant ogres who make them into living shogi pieces). While the series is good at creating fresh episode plots to keep things from getting repetitive, the lack of any ongoing plot developments compared to modern incarnations of the Lupin III franchise may turn away some fans, especially with its lengthy --- episode length. 
 
As to be expected of a series this old, the animation style is quite outdated with drab colors, simple details with scenery and character designs, and noticeable animation shortcuts and errors. However, a few later episodes directed by Hayao Miyazaki offer the anime's best visual presentation as their quality is more smoother with lining and there is noticeably more fluid animation compared to most other episodes within this series. Music had a mix of upbeat, energetic and tense tracks to compliment funny and serious moments within the show, including the signature Theme from Lupin III track used in two different versions for the anime's OP sequence. 
 
Overall, this second Lupin TV anime has the typical humor of the show that will make it a joy for fans of the classic anime character, though be warned the show's ---+ episode length and non-linearity may keep you from watching the series for its entire run. 

          
 
       Helpful 
   
      ",Positive
33,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           - 
         
         
           Story 
           - 
         
                   
             Animation 
             - 
           
           
             Sound 
             - 
           
                 
           Character 
           - 
         
         
           Enjoyment 
           - 
         
       
     

                    
    In Anime, there exists a few great works that structured the road and pioneered the way for those who came after them. Lupin the -rd is one of those works. 
 
Starting the grandson of the first Lupin, Lupin the -rd. Known all around the world for his thieving skills, charismatic personality, and monkey face. 
His gang of The marksman Gigen, the samurai Goemon, and the charming cat-thief Fujiko all link together for what to be a humorous set of adventures. 
The plot mostly consist of single-case episodes. Familiar faces pops-up every once a while, like Detective Zenigata, whose sole purpose in life is see Lupin behind bars. 
The series will take you into a world-tour journey as the great Lupin's adventures know no bounds! 
so you won't get bored of the same stages every episode. 
but you might get bored of its the simple nature, as the show itself is considered primitive, and you will find yourself laughing sometimes on things that were not made for that! (lazy drawings, goofy sounds) 
The staff behind the show like the animators and producers didn't really make a good impression, but you will love the classic voice actors who've done a great job with their characters. 
So basically, if you didn't like the characters, then you better off not wasting your time on ---+ eps anime with no serious plot. 
but if you do , then you will have your fare share of fun adventures and comical situations. 
I can finally describe this series as being very simple, yet very fun! 
The red-jacket Lupin is the best amongst the - Lupin TV series! and it made it possible for all the movies the came after it, much to the joy of the fans! 
 
This franchise has carved its mark on anime history, and it's on of those fine classics that any anime fan might want to check out

          
 
       Helpful 
   
      ",Positive
34,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           - 
         
         
           Story 
           - 
         
                   
             Animation 
             - 
           
           
             Sound 
             - 
           
                 
           Character 
           - 
         
         
           Enjoyment 
           - 
         
       
     

                    
    Much like Part I of Lupin, Part II is Lupin and the gang stealing a variety of items from all over the world all while being chased by Inspector Zenigata.  
 
Compared to part I, this Lupin is more family fun oriented. Meaning, more comedy, less violence relating to murder, and more heists focused on ""operation-based"" stealing. The art and sound has significantly improved to the prequel, which has held up today. Our man Miyazaki played a role in a number of episodes relating to directing, art, and background art. 
 
Naturally being an episodic anime, some episodes are better than others. It isn't until episode -- where two-part episodes come in, and the series gets a boost in entertainment. 
 
This is a good anime running --- episodes to gradually watch over time. Nothing wrong, but I still prefer the more mature style that Part I had.

          
 
       Helpful 
   
      ",Positive
35,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           - 
         
         
           Story 
           - 
         
                   
             Animation 
             - 
           
           
             Sound 
             - 
           
                 
           Character 
           -- 
         
         
           Enjoyment 
           - 
         
       
     

                    
    After completing the first series which I enjoyed pretty much I immediately started watching this second one. And it really began good. Great episodes like their stay in Rio or the adventure with Nessie in Loch Ness, Scotland, are what I now simply call ""classic"".  
The problem with this series, though, is, that the episodes don't relate to each other. Ok, just watching one parter again and again can be fun, if you have to watch --- episodes, though,  it can be really annyoing (I'm a Lupin fan ever since I watched some of the --'s films, so dropping was no option for me). This was also the reason I put this series on hold after about -- episodes. 
 
Well, I continued watching it of course, moreover, I stumbled across  some nice to great episodes. One of them I'd like to highlight is Jigen's escape from Russia with a prima balerina. Amazing! 
However, after about -- episodes the subtitles became horribly to read, why? Subtitles layed over other subtitles, really no fun. This continued until episode ---. 
 
As for the art and sound - don't expect anything too great. This anime aired from '-- to '--, besides, the music is mostly annyoing (especially the ""Super Hero"" song) 
 
In terms of characters...yaaay! Jigen Daisuke has become one of my most favourite ones while watching this series. Cool and calm, always ready to help Lupin, the womanizer out of his pinches. Lupin himself can be a pain in the ass, when he's trying to hit on women (and always fails xD). Goemon, who is cool, too and Fujiko complete the gang.  
Always persuing them is the (sometimes) lunatic Inspector Zenigata, a man who devoted his life apprehending Lupin bringing about more damage than he stops lol. 
 
All in all, if you watched the first series and you enjoyed it, this is a must watch, although there are so many horrible episodes. As a fan of the films I just had to watch this. And although I only give this a -/--, I really don't feel as if I wasted my time watching it. The last episodes, by the way, where so good, that I'm looking forward to watching the third and last of the series.  
 
Thanks for reading x> !!! 


          
 
       Helpful 
   
      ",Positive
36,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           - 
         
         
           Story 
           - 
         
                   
             Animation 
             - 
           
           
             Sound 
             - 
           
                 
           Character 
           - 
         
         
           Enjoyment 
           - 
         
       
     

                    
    _House of Five Leaves_ leaves me nonplussed. Not really jidaigeki, not really revenge epic, not really drama, not really slice of life, not a particularly good depiction of Edo, I still never adjusted to the faces... (_House of Five Leaves_ would be more interesting if not for the faces alternately looking taken from _Kaiji_ or patterned after frogs. This is a problem for interpretation - I thought the female member was supposed to be deformed or ugly until the protagonist said she was beautiful!) I want to like it for being unusual, but I have to admit it gives me nothing to praise it for. It's just sort of flat - like Ishi or the protagonist.

          
 
       Helpful 
   
      ",Positive
37,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           - 
         
         
           Story 
           - 
         
                   
             Animation 
             - 
           
           
             Sound 
             - 
           
                 
           Character 
           - 
         
         
           Enjoyment 
           - 
         
       
     

                    
    Story(-) - The story is set in a medieval traditional Japanese period of Edo where we follow a curious Samurai, the whole story merely tackles a character's past which is definitely unique.  
 
Art(-) - One can say the eyes and mouth were drawn weird, and it failed to give the required characters the ""look"" It has that style where it's very difficult to recognize characters unless you observe carefully.  
 
Sound(-) - Traditional Japanese melodies with flutes and such, it gave the subtle and the calm atmosphere. Also i love the way where the musician was able to manipulate the traditional music to suit particular moods such as ""humor"" and ""nostalgia"" The voicing was good, especially Yaichi's.  
 
Character(-) - The characters were interesting, especially the main protagonist and some members he associates, the situation where all the characters merge together is impressive. You can pry into different personalities and learn something.  
 
Enjoyment(-) - I enjoyed it in a calm fashion, everything is calm in that anime, there are no unnecessary fights, no commotions, it fairly gets to the point. There are some surprises here and there which captivates the audience. Humor-wise it's actually lacking, but there were some moments.   
 
Overall(-) - I wouldn't really recommend to anyone who needs a Samurai-like atmosphere as there is no excitement of combats, but it truly gives you a medieval atmosphere merged with elements of sadness,philosophy and calmness. 

          
 
       Helpful 
   
      ",Positive
38,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           - 
         
         
           Story 
           - 
         
                   
             Animation 
             - 
           
           
             Sound 
             - 
           
                 
           Character 
           - 
         
         
           Enjoyment 
           - 
         
       
     

                    
    A very unique art style to go along with its equally unique plot idea and story flow. In order to for one to happily watch his anime, you would need to be truly interested in character development. It follows a very bland main character into a world with the most unconventional people. It's historic setting (Edo Period) being very commonly used was not overly exciting to see again, but it was well done none the less. I found it enjoyable because of how each character had depth and  a back-story (even if not revealed totally or at first). The action part was low in quantity, but the surprise moments of violence were excellent and exciting enough for me to continue watching. = )

          
 
       Helpful 
   
      ",Positive
39,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           - 
         
         
           Story 
           -- 
         
                   
             Animation 
             - 
           
           
             Sound 
             - 
           
                 
           Character 
           -- 
         
         
           Enjoyment 
           - 
         
       
     

                    
    I gave this series a - rather than a -- purely because of the artwork and the music. The storytelling and characters were excellent in all respects and I was glued from start to finish (I watched the lot in a single day). However, whilst most of the artwork was excellent, the style of how the faces of some characters were drawn (particularly the females) - sharp pointed noses, large vacant eyes and gash-like lips, caused me to struggle to empathise with them. And the theme tunes were awful which is a shame as some of the music in the actual episodes was great. Thankfully, no annoying chibi characters, although the cat came close at times.

          
 
       Helpful 
   
      ",Positive
40,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           -- 
         
         
           Story 
           -- 
         
                   
             Animation 
             -- 
           
           
             Sound 
             -- 
           
                 
           Character 
           -- 
         
         
           Enjoyment 
           -- 
         
       
     

                    
    Let me preface.  This is my favorite anime.  If you enjoyed Kaiba, Cowboy Bebop, or Usagi Drop, check this out. 
 
That said, I am a fan of character-driven stories and storytelling consisting of more show than tell.  Above all, Saraiya Goyou is in my book a masterpiece because of the adept, layered plot and well-paced story.  I must warn you, since I love this show so much, this review will be long and detailed.   
 
Starting with story (--/--), a social outcast, but skilled sworsdsman for hire, Akitsu,  
 is introduced.  Many anime titles (generic ones typically) would attempt to redeem the character, with the character we love proving him/her to the world.  This marks Saraiya Goyou as smart, breaking conventions. The story unravels the psyche of the main character and others over time.  As it is a Slice of Life, it also attempts to offer a glimpse of the real, sometimes harsh samurai world.  Yet it does so in a slow and relaxing manner, forcing you to feel sentimental, perhaps even pensive.  Story is a major asset of Saaiya Goyou, as every aspect of it (music, characters, art, etc.) are interwoven  through the world, without inconsistency.  World building is the strongest aspect of this series.  The tremendous depth of characters as we see their emotions painted across their faces, lets us dig deeper into a time, setting, and ultimately an individual.   
 
The art (--/--) of Saraiya Gayou is strong, if it does not rub you the wrong way.  Many would most likely be turned off if only fans of moe, shonen, etc.  This title is much more serious, therefore art follows suit.  The art is difficult for some people  because, although original, it is stylized.  Really, it fits well with all other aspects of the show, as it is both unconventional, and easily conveys expressions and gestures of characters, and helps establish the setting (a difficult feat for art to accomplish).  For example, the color palette is dreary, adding to the melancholic mood.  
 Animation is similar to what would be expected in a late --'s-mid --'s  anime, but everyone knows that is the best time for anime anyway.   
 
Admittedly, sound (--/--) is not something I spend much attention to, unless a score is otherworldly.  The score is similar to Mushishi's, quiet yet memorable, minimal and appropriate.  
 
The characters (--/--) are basically the plot, in that they are integral to the story; yes, all of them.  I will say that each character has their quirks and background.  We learn about them over time.  We depend upon information about the characters for the story to continue.  Since we spoke about plot no need to write further. 
 
Enjoyment (--/--).  Why --/--?  It's my favorite anime of course.  Out of the anime I've watched there has been no other title, that offers as much of a complex or stylistic world.  It makes you happy you are smart, because Saraiya Goyou is extremely sophisticated.  Truly, this show treats us as if we were observers (flies on the wall), of an ethereally suspended place.  It unwraps to reveal a complex puzzle, candidly presented, with pieces faded and hinted scent of sweet, sickly passion.  Words like this better describe the show than using reasoning or logic. 

          
 
       Helpful 
   
      ",Positive
41,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           -- 
         
         
           Story 
           -- 
         
                   
             Animation 
             -- 
           
           
             Sound 
             - 
           
                 
           Character 
           -- 
         
         
           Enjoyment 
           -- 
         
       
     

                    
    What an underrated and unpopular anime, which became one of my favorites out of the blue. I will get to the point immidiately. 
 
Story : -- 
Here is a story about a samurai with no self-confidence, who is gradually convinced to join a gang. There is barely any bloodshed, only the everyday lives of the members as they plan their new crimes. In terms of originallity, this anime is the top of the top of the samurai/historical genre. 
 
The purpose of this anime is not only to display the violence or the traditions of the time that it takes place. It is destined to recount the circumstances of each character and justify their way of life and their choices, which adds mystery and suspense to the story as well. 
 
Art : -- 
What can I say about it? I was completely taken by its landscapes, the details of nature-themed scenes as long as the town's buildings - I have never seen so detailed premises in an anime ever before. You may think that it doesn't make a difference, but it is really an eye-candy. 
 
Characters are designed in a very special and unconventional way, too. I found their eyes and hair very interesting, and as with the buildings, it was something I've never seen before. 
 
Sound : - 
I really liked the themes played subtly throught the episodes. What I found rather odd and not fitting were the opening and ending themes. I think they tried to combine an old era theme with modern music (like Samurai Champloo), but didn't manage to make decent pieces. It was a pity, but didn't affect the overall enjoyment whatsoever. 
 
Character : -- 
The creator of the anime just nailed it. Absolutely likeable and utterly interesting characters. If I ever got into the thug life I would choose these homies. Really. 
 
The main character is a shy ronin, whose lack of self esteem is always mistaken for unreliability and troubles his career. He is struggling to find a master who will keep him as a bodyguard for more than a few days. But, as the story advances, you find out what a heart of pure gold he posesses. He's the kind of guy each of us would like to have as a best friend - you could always rely on him during harships or when you simply wanted someone who would listen to you and encourage you. A guy pretty naive that everyone would tease but love to have around. 
 
He eventually explores the personalities, motives and interesting backrounds of the rest of the gang members, as he is very curious of the people who is involved with and likes to consider them as family. Their characters are not black or white, they may be thieves but each of them could give you the most outstanding lessons about honesty anyone could ever give you. 
 
Enjoyment : -- 
Ι was fascinated. I watched each episode with irreducible interest. I recommend it to everyone.

          
 
       Helpful 
   
      ",Positive
42,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           -- 
         
         
           Story 
           - 
         
                   
             Animation 
             -- 
           
           
             Sound 
             -- 
           
                 
           Character 
           - 
         
         
           Enjoyment 
           -- 
         
       
     

                    
    Perfect example of a hidden gem.  
 
Story -/--: 
 
Story is perfectly enjoyable, kind of slice-of-lifey. The pacing is done just right. Other reviews mention this: this isn't heavy on action. Instead the feel is more of an slice-of-life adventure. Love it. 
 
Art --/--: 
 
If your not used to seeing different styles of animation then it may be a little odd, but give it some time and you'll come to accept and hopefully enjoy it. Its *well executed, consistent, and fairly creative (the colors used are less so, but match well and I guess that's what matters more). Really enjoyed seeing a unique animation style that didn't feel ""experimental"" (not that there's anything wrong with that, but for some reasons they then can't seem to shy away from somewhat confusing mind games and narrative funkyness - this kinda show won't work with either). Love it. 
 
Sound --/--: 
 
Never feels super high budget but always, always on point. You can tell from the very first episode that the sound was meticulous and designed very well. The music - and this I feel is a little rare even for shows that do sound well - is *very well hidden* but still carries a lot of tone/style/etc in every scene. I need to emphasize *very well hidden, its almost hard to notice - unless for some reason you wonder why you didn't notice the music and why the tone seems so flawless and flowing. Love it. 
 
Characters -/--: 
 
Can't spoil much here. Not too many complaints - nice, realistic enough, unique, understandable characters. No wacky ideology, no weird meme beliefs, no dumb tropes, no not-so-dumb tropes, etc. Everyone just feels - *normal. And I think that's wonderful. Love it. 
 
Enjoyment --/--: 
 
In case anybody reading this couldn't already tell, i Love it. 
 
Overall --/--: 
 
Does a lot pretty dang well. Falls outside most of the other anime I've watched so far in feel and content, and even a lot of the manga. Its a little hard to believe its an anime but also has such a nostalgic ""anime"" feel. Feel like the ----'s - best period for these kinda shows idk why. 

          
 
       Helpful 
   
      ",Positive
43,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           - 
         
         
           Story 
           - 
         
                   
             Animation 
             - 
           
           
             Sound 
             - 
           
                 
           Character 
           - 
         
         
           Enjoyment 
           - 
         
       
     

                    
    Funny thing about coming across this anime, I originally thought it was named “House of Blue Leaves”, and I wonder after that, how in the hell did I get ‘five’ confused with ‘blue’? I guess I got “Kill Bill” on the mind when I thought of that title. Anyway, the anime is based on the Japanese manga of the same name by Natsume Ono and serialized in Shogaukan’s seinen magazine Ikki (from ---------). The series is animated by Manglobe, the same company that brought you Samurai Champloo and Ergo Proxy and this is completely different from any samurai-based anime you seen before. 
  
 
The plot or storyline is focused on a samurai named Akitsu Masanosuke, a skilled and loyal swordsman who has no master under him and once again, he was been fired by his lords and start to look for bodyguard jobs and he find one working for a guy named Yaichi, the leader of the gang “Five Leaves”. As he is delve inside the world of the Five Leaves, the more he finds himself fascinated and involved with the people he associates himself with, especially some with many questionable past lives. 
  
 
You may wonder if there is going to be any action, thrills, or anything that expect from a samurai anime, well, you might want to keep on looking because it does not fulfill that need that you wanted. 
  
 
 
This is a samurai anime that is character and story driven and whiles the pace of the series does get numbingly slow in the beginning and it still gets that way towards the end and the amount of character development is adequate and well-needed but as for the story development, I never quite understand most of it halfway through the series’ runtime yet in some parts, I could make out some details of it. 
  
 
 
The atmosphere in the series including the main character design of Akitsu comes off as depressing and unenthusiastic, especially the latter. He really just looks like he doesn’t want to be here or just has the same emotionless, expression-less, Keanu Reeves look. However, he isn’t that bad of a character. I’m fine with him not being an all-mighty samurai. Not every character in every form of entertainment (especially Anime) needs to be this powerful character. All the other characters (especially Yaichi) are well-developed and practically carries the show. 
  
 
The animation done by Manglobe is non-traditional in character designs and backgrounds and while it looks fascinating to the eyes, it isn’t actually up to par and it can get very tiresome and I sort of gotten sick of that look during the --th episode. The upbeat opening and ending songs really does contrast from the rest of the show’s bleak and bland tones. 
  
 
 
FINAL VERDICT: The show does manage to get story and character development spot-on, it is different than the other anime that is close to this but it is enjoyable to watch? Well, at a time, you can but it has an unbelievably slow pace that can turn off most viewers but a bad show this is not. An underwhelming show it is but would I suggest this? Uhhhhh………I don’t know. This is something you need to figure out for yourself but I can’t help you on this one. 


          
 
       Helpful 
   
      ",Positive
44,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           - 
         
         
           Story 
           - 
         
                   
             Animation 
             - 
           
           
             Sound 
             - 
           
                 
           Character 
           - 
         
         
           Enjoyment 
           - 
         
       
     

                    
    House of Five Leaves (Saraiya Goyou) is a subtle, samurai tale in Edo-Japan. If you are planning to watch this, do not expect fight scene after fight scene (hence subtle). The story is a blend of five characters lives into one storyline that explains how they all met, why they are friends, etc. The character development of this anime is very prominent and one of the best I've seen in a ""basic"" samurai anime. The animation art is different and that can be seen in the characters' faces; it is definitely unique. The show's soundtrack is a mix of present day and classic Japanese music, which I really enjoyed. Also, the sound affects were above average. 
 
I watched House of Five Leaves in one day and I couldn't stop until I was finished. AGAIN, do not watch this for action, since it is more of a(n) animation/story/character based show. -/--, I really recommend this show, and since it's only twelve episodes it is very watchable.

          
 
       Helpful 
   
      ",Positive
45,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           - 
         
         
           Story 
           - 
         
                   
             Animation 
             - 
           
           
             Sound 
             - 
           
                 
           Character 
           - 
         
         
           Enjoyment 
           - 
         
       
     

                    
    “My time with the five leaves was nourishment for the soul. “don’t care about the past, enjoy the present” The man in front of me is yaichi-dono, the one who taught me that” 
  
  
Althought Saraiya Goyou is set in the Edo period, it does not attempt to capture the ‘historical’ realism of the background premise. That much is obvious from its odd artwork and animation style. Neither does it aim at being an action samurai anime. Instead, it’s more of a character-centric seinen drama with a strong attention to detail on the characters, their motivations, expressions, actions etc.  Perhaps that is why it is considered ‘slow-moving’; the way the story moves with its characters (rather than the other way round) could put off those who don’t prefer character exposition heavy stories, or those who aren’t able to connect to the characters of the show. Characters are the key here. It’s not about the story, but the people who inhibit it. If you don’t feel involved with the characters, you’ll find the story slow and boring. 
  
The story is about a gang of kidnappers called “five leaves”, with which our main protagonist gets unintentionally involved. We see the story unfold mostly through the eyes of this new member. Masa is new to the Edo, and has desperately tried to cling on to his job as a bodyguard but he always ends up getting fired. On the outside, he looks like a samurai, but the problem is his timid personality; for some reason, Masa does not have enough self-confidence to even survive mildly aggressive social situations, and because of his docile nature has always ended up giving the wrong impression to his employers. It is this timid personality that has him involved with the five leaves, as its leader (yaichi) only needs a bodyguard for show to ensure minimum resistance.  
 
As the show progresses, Masa finds himself playing out a more important role in the gang.  The five leaves have some very interesting group of characters. The leader Yaichi is as cool as ice. Nothing seems to faze him and he always keeps a calm demeanor. But he has a mysterious past, and hardly anyone knows what his motives are. He isn’t doing the kidnappings for money, because he hardly spends the money on himself and seems to throw it around on people he knows. Masa finds this fact very interesting and most of the later half of the show follows him trying to understand Yaichi and his past. Then there’s the barkeeper, Ume, whose tavern is the most common meeting place for the gang and its members. Ume is a honest working man trying to support his daughter (Okinu) with clean earnings, but he has his own reason for being involved with the gang. Then, there’s Matsu, a former thief, and Otake, a local prostitute. All these people appear to be shallow at first, but they all have their own background stories and their own reasons for being involved with the gang, at the center of which is yaichi. 
  
In the beginning, it’s really hard to see what the story is about. You keep getting hit with flashbacks and subtle character expositions via dialogues and character interactions, and it could get a bit confusing. It was not before the fourth episode that I started piecing together the flashbacks and the present events. The show keeps giving you bits and pieces about the people and the gang, and you have to put up the pieces together to understand it. The show is often compared to Mushishi, and I suspect it’s because of this quality and the calm, unusually confident, pace of the anime. Just like an episode of mushishi, the show drops you in the middle of this situation and starts giving you clues, and in the end everything falls together. For that reason the show requires you to be attentive. If you’re an emphatic viewer who always looks for a deeper answer behind the things you see and hear, then this just might be the show for you. 
  
The background art for the anime -whether it be the trees, cherry blossom, the rain, a steaming tea-kettle, the bridge over a river, the houses, walls or the occasional countryside- is just stunning. The art is a bit simple, yet seems detailed; modern, yet fairly traditional. The color palette is deep and strong, and rather pleasing to the eyes. The character designs, however, may not be to everyone’s liking. With big round eyes, lean faces and slits for mouths, character art may turn off some people. Personally, I think the character designs are rather fitting; and if someone can stand those ridiculous moe characters, this should not be a problem. The art is quite detailed in some ways; you can see by looking into those eyes what kind of personality the character has, and all their body language and expressions deliver their emotions perfectly. 
  
The show also delivers well in the sound department. Background music goes well with the situation; some tunes are quite up-beat or buoyant, and some very subdued. The subtle pieces are rather beautiful, some hauntingly so, and all the tracks add a unique ambiance to every scene. The voice actors have done an excellent job, and the background sounds are quite decent. 
  
The calm pace and overall presentation of the show makes it quite relaxing. The show is perfect for someone who wants something soothing to unwind. Although I’d like to put a disclaimer here again, if you don’t like the art or the characters, then there’s good chance you’ll be bored to death instead. But the show is worth a shot just for its unique concept and its imaginative presentation. 
  
  
  
  
  
  
  
  
  
 


          
 
       Helpful 
   
      ",Positive
46,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           - 
         
         
           Story 
           - 
         
                   
             Animation 
             - 
           
           
             Sound 
             - 
           
                 
           Character 
           - 
         
         
           Enjoyment 
           - 
         
       
     

                    
    This anime receives far less attention than it deserves. If you've never heard of Saraiya Goyou, definitely take a moment to see if it's up your alley. 
 
The anime follows a strong, innocent, and timid samurai as he joins a enigmatic group in feudal Japan. The interactions between our uncertain protagonist and the group's charismatic leader resemble ""Of Mice and Men."" Overall, the story focuses on uncovering mystery, loss of innocence, and slow-paced atmosphere. 
 
One strength of the anime is that---while it has few action scenes---each of these scenes are crisp and impactful. Characters are nuanced and develop into more complicated individuals over the course of the show. Foreshadowing is well done. The show blends its slow-moving plot with a sense of increasing mystery. 
 
Perhaps one reason that this anime is not better known is the art style. The plot is slow moving, and it is sometimes unclear where the show is going. The anime does a better job of capturing its characters than telling a story. 
 
I would recommend this anime to viewers who enjoy slow-paced, introspective anime, or anime that are based on mystery and complex characters. This show is suitable for people in their --'s. 
 
If you are looking for more action, or want a positive, uplifting vibe, then I would look elsewhere.

          
 
       Helpful 
   
      ",Positive
47,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           - 
         
         
           Story 
           - 
         
                   
             Animation 
             - 
           
           
             Sound 
             - 
           
                 
           Character 
           - 
         
         
           Enjoyment 
           - 
         
       
     

                    
    Set in the Edo period in Japan (from ---- to ----), this languid but engrossing anime focuses on a mysterious yakuza gang called the Five Leaves, whose members hang out in brothels and bars, drink lots of sake, and kidnap people for a living.  
 
Yaichi, its cool and seemingly careless leader, hires an extremely mild-mannered and hesitant wandering samurai (ronin), Masanoskue, to be his bodyguard. Masa spends the anime learning about each of the four members (a former geisa, a bar owner, a former robber, and of course the enigmatic leader, Yaichi), and searching his own moral principles to determine whether or not he wants to become the “fifth leaf” of their gang. 
 
The unusual art style is probably what makes this anime stand out most: the characters are all animated with very pointy noses and this horrible blankness in their eyes, as if to suggest a kind of existential emptiness, but it’s somewhat misleading, as most of the characters are quite emotional under their own particular moral structures. 
 
The slow pace was almost too much for me at first, but I’m glad I stuck it out because I really loved Yaichi with his pale, constantly half-lidded eyes and mysterious backstory, and he has great chemistry with everyone.

          
 
       Helpful 
   
      ",Positive
48,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           -- 
         
         
           Story 
           -- 
         
                   
             Animation 
             -- 
           
           
             Sound 
             -- 
           
                 
           Character 
           -- 
         
         
           Enjoyment 
           -- 
         
       
     

                    
    I really, really love Lupin III. I'm definitely a biased reviewer, because Lupin is my favorite anime franchise out of everything I've seen, but I really can't express how much I adore it.  Red jacket can really be considered the essence of the Lupin franchise, and is often the one that people think of when anyone says Lupin. 
 
Story: -- 
Personally I'm a big fan of episodic type shows, and that's definitely what Lupin is.  The story isn't always captivating or original, because after --- episodes it becomes impossible to not reuse the same gags, but I really enjoy it just because of the fun, casual writing and the characterization. 
 
Art: -- 
The art isn't exactly extraordinary, but it's an older anime- I love it because it lends to the feeling of the show and the franchise, and it really wouldn't be the same any other way. 
 
Sound: -- 
One of my FAVORITE parts about Lupin. The Lupin VA, especially in this series, do a fantastic job, and Yuji Ohno has been producing music for this franchise the entire time it's been airing- don't get me started on the music scores for the new Italian blue jacket series. It doesn't feel right without Ohno's gorgeous jazz composition, and they're the kind of OSTs I'd listen to in their own right, as music separate from the show. 
 
Characters: -- 
The piece de resistance of Lupin is definitely the characters. Because it's so episodic in nature, the characters are really what set the Lupin franchise apart. I can't say enough about how much I adore all the characters. They are very much stereotypes- a cocky ore-sama type thief, a Girl With Boobs, the best gunman and the best samurai, and a cop- but at the same time, they subvert their stereotypes in a way that makes them all the more engaging. Lupin treasures the loyalty of his friends more than anything, Fujiko has the brains and the brawn to seal the deal, Jigen is a secret romantic, Goemon's biggest weakness is women, and Zenigata loves Lupin to the point where he doesn't want him to die, despite and because of being his greatest rival. The uniqueness of each character in their own right is one of the biggest things that keeps me, personally, coming back. 
 
Enjoyment & Overall: -- 
I really, really love this series and this franchise. I'd say it's definitely a quality watch, and if you're interested in getting into Lupin but don't know where to start, either this or the ---- blue jacket series (if you're hesitant about jumping straight in with pre-----s anime) is a great place to jump off. Before you know it, you'll be like me, downloading every TV special and OST... ;)

          
 
       Helpful 
   
      ",Positive
